Título,Autor,Serie,Valoración,Votos
SEVEN DEADLY WONDERS,Matthew Reilly,Jack West Jr #1,4.09,28688
THE SECRET LIFE OF BEES,Sue Monk Kidd,,4.09,1293058
CARTER BEATS THE DEVIL,Glen David Gold,,4.09,13715
JASPER JONES,Craig Silvey,,4.09,38942
1776,David McCullough,,4.09,230462
STONES FROM THE RIVER,Ursula Hegi,Burgdorf Cycle #1,4.09,95440
THE LIBRARY AT MOUNT CHAR,Scott  Hawkins,,4.09,56731
1Q84 #1-2,Haruki Murakami,1Q84 #1-2,4.09,24492
MIN KAMP 1,Karl Ove Knausgård,Min kamp #1,4.09,44411
TRACTATUS LOGICO-PHILOSOPHICUS,Ludwig Wittgenstein,,4.09,20056
THE AGONY AND THE ECSTASY,Irving Stone,,4.09,90608
NEVER GO BACK,Lee Child,Jack Reacher #18,4.09,77166
HALLOWED,Cynthia Hand,Unearthly #2,4.09,75121
HEART'S BLOOD,Juliet Marillier,,4.09,16647
PILGRIM AT TINKER CREEK,Annie Dillard,,4.09,27165
HEROES DIE,Matthew Woodring Stover,The Acts of Caine #1,4.09,12224
THE VAMPIRE LESTAT,Anne Rice,The Vampire Chronicles #2,4.09,200706
DEBT OF HONOR,Tom Clancy,Jack Ryan #7,4.09,49076
SILENCE,Shūsaku Endō,,4.09,34327
WIN,Harlan Coben,Windsor Horne Lockwood III #1,4.09,67619
THE LONE RANGER AND TONTO FISTFIGHT IN HEAVEN,Sherman Alexie,,4.09,26164
CHAIN REACTION,Simone Elkeles,Perfect Chemistry #3,4.09,63795
THE BLANK SLATE: THE MODERN DENIAL OF HUMAN NATURE,Steven Pinker,,4.09,24448
THE CHILD THIEF,Brom,,4.09,18862
BECAUSE OF WINN-DIXIE,Kate DiCamillo,,4.09,257673
DOWN AND OUT IN PARIS AND LONDON,George Orwell,,4.09,88211
BRAIN ON FIRE: MY MONTH OF MADNESS,Susannah Cahalan,,4.09,219729
THE SWARM,Frank Schätzing,,4.09,25118
DO ANDROIDS DREAM OF ELECTRIC SHEEP?,Philip K. Dick,,4.09,453325
DRAGONFLIGHT,Anne McCaffrey,Dragonriders of Pern #1,4.09,137350
THE LITTLE WHITE HORSE,Elizabeth Goudge,,4.09,13875
A STROKE OF MIDNIGHT,Laurell K. Hamilton,Merry Gentry #4,4.09,34544
NAKED,David Sedaris,,4.09,265358
MUD VEIN,Tarryn Fisher,,4.09,25347
POSSESSING THE SECRET OF JOY,Alice Walker,,4.09,15395
DIARY OF A MADMAN AND OTHER STORIES,Nikolai Gogol,,4.09,12295
ROGUE,Rachel Vincent,Shifters #2,4.09,18651
أولاد حارتنا,Naguib Mahfouz,,4.09,28731
DON'T LOOK BACK,Jennifer L. Armentrout,,4.09,33427
HOUSE OF LEAVES,Mark Z. Danielewski,,4.09,170778
THE CAPTIVE PART II / THE POWER,L.J. Smith,The Secret Circle #2-3,4.09,19387
EMBRACE THE NIGHT,Karen Chance,Cassandra Palmer #3,4.09,22971
PANTEÓN,Laura Gallego,Memorias de Idhún #3,4.09,14051
THE SCORPIO RACES,Maggie Stiefvater,,4.09,109524
OUR MUTUAL FRIEND,Charles Dickens,,4.09,29595
SONGS OF INNOCENCE AND OF EXPERIENCE,William Blake,,4.09,48968
"LIMITLESS: UPGRADE YOUR BRAIN, LEARN ANYTHING FASTER, AND UNLOCK YOUR EXCEPTIONAL LIFE",Jim Kwik,,4.09,17962
LIGHTNING,Dean Koontz,,4.09,62611
THE BROKEN WINDOW,Jeffery Deaver,Lincoln Rhyme #8,4.09,20949
THE NOVICE,Trudi Canavan,Black Magician Trilogy #2,4.08,60239
KISSCUT,Karin Slaughter,Grant County #2,4.08,56114
THE HOLLOW KINGDOM,Clare B. Dunkle,The Hollow Kingdom Trilogy #1,4.08,10602
JOHN ADAMS,David McCullough,,4.08,361640
MARIANA,Susanna Kearsley,,4.08,25213
THE DIVINE COMEDY,Dante Alighieri,,4.08,153115
FLOWERS FROM THE STORM,Laura Kinsale,,4.08,16216
HOW TO MAKE FRIENDS WITH THE DARK,Kathleen Glasgow,,4.08,27934
BURR,Gore Vidal,,4.08,10062
L'ASSOMMOIR,Émile Zola,,4.08,16892
TODAY TONIGHT TOMORROW,Rachel Lynn Solomon,Rowan & Neil #1,4.08,79308
INTRODUCTIONS,C.L. Stone,The Ghost Bird #1,4.08,16648
SINCE YOU'VE BEEN GONE,Morgan Matson,,4.08,113295
WRITTEN ON THE BODY,Jeanette Winterson,,4.08,29920
HAUNTED,Kelley Armstrong,Women of the Otherworld #5,4.08,27064
MY SOUL TO KEEP,Rachel Vincent,Soul Screamers #3,4.08,19520
THE CROW ROAD,Iain Banks,,4.08,22728
THE CALLING,Kelley Armstrong,Darkness Rising #2,4.08,35006
ROSES,Leila Meacham,Roses #2,4.08,17376
"FULL DARK, NO STARS",Stephen King,,4.08,109850
DOCTOR FAUSTUS,Thomas Mann,,4.08,12421
THE INMATE,Freida McFadden,,4.08,391693
CAROLINA MOON,Nora Roberts,,4.08,45645
BEAUTIFUL OBLIVION,Jamie McGuire,The Maddox Brothers #1,4.08,79050
THE SPY WHO CAME IN FROM THE COLD,John le Carré,George Smiley #3,4.08,110407
"Y: THE LAST MAN, VOL. 1: UNMANNED",Brian K. Vaughan,,4.08,116086
A SWIFTLY TILTING PLANET,Madeleine L'Engle,Time Quintet #3,4.08,108500
THE LAST TIME WE SAY GOODBYE,Cynthia Hand,,4.08,25834
WE NEED TO TALK ABOUT KEVIN,Lionel Shriver,,4.08,195540
"THIRST NO. 2: PHANTOM, EVIL THIRST, AND CREATURES OF FOREVER",Christopher Pike,Thirst #2,4.08,30455
SEA OF TRANQUILITY,Emily St. John Mandel,,4.08,234083
THE TIME PARADOX,Eoin Colfer,Artemis Fowl #6,4.08,91319
THE SYMPOSIUM,Plato,,4.08,72393
"DELUSIONS OF GENDER: HOW OUR MINDS, SOCIETY, AND NEUROSEXISM CREATE DIFFERENCE",Cordelia Fine,,4.08,10950
ASTROPHYSICS FOR PEOPLE IN A HURRY,Neil deGrasse Tyson,,4.08,179941
SILENCE,Becca Fitzpatrick,Hush Hush #3,4.08,283260
THE CASK OF AMONTILLADO,Edgar Allan Poe,,4.08,79476
ROSS POLDARK,Winston Graham,Poldark #1,4.08,32923
ROSES ARE RED,James Patterson,Alex Cross #6,4.08,68924
ROCK HARD,Olivia Cunning,Sinners on Tour #2,4.08,41550
CANE RIVER,Lalita Tademy,,4.08,49137
MAURICE,E.M. Forster,,4.08,47119
BETSY-TACY,Maud Hart Lovelace,Betsy-Tacy #1,4.08,24584
THE TRAVELER'S GIFT: SEVEN DECISIONS THAT DETERMINE PERSONAL SUCCESS,Andy Andrews,,4.08,18114
THE NIX,Nathan  Hill,,4.08,74837
GRIT: THE POWER OF PASSION AND PERSEVERANCE,Angela Duckworth,,4.08,123574
INCOGNITO: THE SECRET LIVES OF THE BRAIN,David Eagleman,,4.08,32520
BLACK BOY,Richard Wright,,4.08,53829
THE GOAL: A PROCESS OF ONGOING IMPROVEMENT,Eliyahu M. Goldratt,,4.08,75127
QUIET: THE POWER OF INTROVERTS IN A WORLD THAT CAN'T STOP TALKING,Susan Cain,,4.08,436438
ANGELS' BLOOD,Nalini Singh,Guild Hunter #1,4.08,92510
THE CITY AND THE STARS,Arthur C. Clarke,,4.08,33901
FOOLED BY RANDOMNESS: THE HIDDEN ROLE OF CHANCE IN LIFE AND IN THE MARKETS,Nassim Nicholas Taleb,,4.08,64684
DAS ZWEITE BUCH DER TRÄUME,Kerstin Gier,Silber #2,4.08,33702
SWEET EVIL,Wendy Higgins,Sweet #1,4.08,77024
CITY,Clifford D. Simak,,4.08,17550
SO GOOD THEY CAN'T IGNORE YOU: WHY SKILLS TRUMP PASSION IN THE QUEST FOR WORK YOU LOVE,Cal Newport,,4.08,44140
TALES FROM EARTHSEA,Ursula K. Le Guin,Earthsea Cycle #5,4.08,27460
"THE ROAD LESS TRAVELED: A NEW PSYCHOLOGY OF LOVE, TRADITIONAL VALUES AND SPIRITUAL GROWTH",M. Scott Peck,,4.08,97994
DIVINE BY MISTAKE,P.C. Cast,Partholon #1,4.08,12330
THE HUMANS,Matt Haig,,4.08,125323
WORDS ON BATHROOM WALLS,Julia Walton,,4.08,14406
"WHY NATIONS FAIL: THE ORIGINS OF POWER, PROSPERITY, AND POVERTY",Daron Acemoğlu,,4.08,50071
THE SELECTION,Kiera Cass,The Selection #1,4.08,1558622
IF YOU FIND ME,Emily  Murdoch,,4.08,22892
WHAT I LOVED,Siri Hustvedt,,4.08,19960
LITTLE FIRES EVERYWHERE,Celeste Ng,,4.08,1179208
A SEPARATE REALITY: FURTHER CONVERSATIONS WITH DON JUAN,Carlos Castaneda,,4.08,18483
TWO BOYS KISSING,David Levithan,,4.08,47255
FIVE SURVIVE,Holly  Jackson,,4.08,133773
THE BIG NOWHERE,James Ellroy,L.A. Quartet #2,4.08,17471
THE WAR OF TWO QUEENS,Jennifer L. Armentrout,Blood and Ash #4,4.08,192205
ROOM,Emma Donoghue,,4.08,804742
THE MIDWIFE'S CONFESSION,Diane Chamberlain,,4.08,42596
LITTLE FIRES EVERYWHERE,Celeste Ng,,4.08,1179208
THE HOUSE OF THE SCORPION,Nancy Farmer,Matteo Alacran #1,4.08,92106
MATTIMEO,Brian Jacques,Redwall #3,4.08,35502
REBEL SPRING,Morgan Rhodes,Falling Kingdoms #2,4.08,34658
MAP OF BONES,James Rollins,Sigma Force #2,4.08,60976
THE MONKEY WRENCH GANG,Edward Abbey,Monkey Wrench Gang #1,4.08,26460
NEVER,Ken Follett,,4.08,56746
GREEN RIDER,Kristen Britain,Green Rider #1,4.08,38190
BLACKOUT,Mira Grant,Newsflesh #3,4.08,22954
ONE LOST SOUL,J.M. Dalgliesh,Hidden Norfolk #1,4.08,18951
FROM HERE TO ETERNITY,James  Jones,,4.08,17594
A PEOPLE’S HISTORY OF THE UNITED STATES,Howard Zinn,,4.08,244097
YOU'RE NEVER WEIRD ON THE INTERNET,Felicia Day,,4.08,49599
WHAT ALICE FORGOT,Liane Moriarty,,4.08,469352
UNTIL NOVEMBER,Aurora Rose Reynolds,Until #1,4.08,52942
DANDELION WINE,Ray Bradbury,,4.08,70479
THE LAST CUENTISTA,Donna Barba Higuera,,4.08,21052
THE REDEMPTION OF CALLIE & KAYDEN,Jessica Sorensen,The Coincidence #2,4.08,50367
AIN'T SHE SWEET?,Susan Elizabeth Phillips,,4.08,25027
THE LIONS OF LUCERNE,Brad Thor,Scot Harvath #1,4.08,42067
RIMAS Y LEYENDAS,Gustavo Adolfo Bécquer,,4.08,12016
GATES OF PARADISE,Melissa de la Cruz,Blue Bloods #7,4.08,14495
WHEN YOU REACH ME,Rebecca Stead,,4.08,110556
FALLEN CREST HIGH,Tijan,Fallen Crest High #1,4.08,57819
FUN HOME: A FAMILY TRAGICOMIC,Alison Bechdel,,4.08,181431
ASCEND,Amanda Hocking,Trylle #3,4.08,64578
THE RUNAWAY BUNNY,Margaret Wise Brown,,4.08,81966
REASONS TO STAY ALIVE,Matt Haig,,4.08,97777
"SPEAK, MEMORY",Vladimir Nabokov,,4.08,16472
DAUGHTER OF THE SIREN QUEEN,Tricia Levenseller,Daughter of the Pirate King #2,4.08,110641
"ALAS, BABYLON",Pat Frank,,4.08,45651
NO EXIT AND THREE OTHER PLAYS,Jean-Paul Sartre,,4.08,29254
THE LONG WALK,Richard Bachman,,4.08,186722
LOVE WARRIOR,Glennon Doyle Melton,,4.08,71073
THE BUTTERFLY GARDEN,Dot Hutchison,The Collector #1,4.08,188118
SHADOW OF NIGHT,Deborah Harkness,All Souls #2,4.08,241840
REBEL,Marie Lu,Legend #4,4.08,32202
KISSED BY AN ANGEL/THE POWER OF LOVE/SOULMATES,Elizabeth Chandler,Kissed by an Angel #1-3,4.08,26865
THE VIOLENT BEAR IT AWAY,Flannery O'Connor,,4.08,13902
NOTES ON AN EXECUTION,Danya Kukafka,,4.08,90368
THIS HEART OF MINE,Susan Elizabeth Phillips,Chicago Stars #5,4.08,31976
SUMMER OF THE MONKEYS,Wilson Rawls,,4.08,14618
THE PENULTIMATE PERIL,Lemony Snicket,A Series of Unfortunate Events #12,4.08,107827
THE TERROR,Dan Simmons,,4.08,62438
MONSTER IN HIS EYES,J.M. Darhower,Monster in His Eyes #1,4.08,35598
SIX DAYS OF THE CONDOR,James Grady,,4.08,18970
HALF BROKE HORSES,Jeannette Walls,,4.08,163945
MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY,Fredrik Backman,,4.08,245583
ANGER: WISDOM FOR COOLING THE FLAMES,Thich Nhat Hanh,,4.08,11259
IT'S KIND OF A FUNNY STORY,Ned Vizzini,,4.08,251652
THOUGHTLESS,S.C. Stephens,Thoughtless #1,4.08,140354
SARUM: THE NOVEL OF ENGLAND,Edward Rutherfurd,,4.08,44674
THE POWER,Rhonda Byrne,The Secret #2,4.08,30599
A CHRISTMAS CAROL,Charles Dickens,,4.08,842913
A NIGHT TO REMEMBER,Walter Lord,,4.08,24632
ZEN IN THE ART OF WRITING: RELEASING THE CREATIVE GENIUS WITHIN YOU,Ray Bradbury,,4.08,19809
SENSE AND SENSIBILITY,Jane Austen,,4.08,1192355
FALLEN DRAGON,Peter F. Hamilton,,4.08,14495
JIMMY CORRIGAN: THE SMARTEST KID ON EARTH,Chris Ware,,4.08,24017
THE POWER OF YOUR SUBCONSCIOUS MIND,Joseph Murphy,,4.08,76409
CIRQUE DU FREAK: A LIVING NIGHTMARE,Darren Shan,Cirque du Freak #1,4.08,59650
RULES OF CIVILITY,Amor Towles,,4.08,233421
KILLING SARAI,J.A. Redmerski,In the Company of Killers #1,4.08,31329
RAMONA THE PEST,Beverly Cleary,Ramona #2,4.08,66130
TELL NO ONE,Harlan Coben,,4.08,162247
CITY OF FALLEN ANGELS,Cassandra Clare,The Mortal Instruments #4,4.08,602366
THE STORY OF MY LIFE,Helen Keller,,4.08,147511
TRAVELS WITH CHARLEY: IN SEARCH OF AMERICA,John Steinbeck,,4.08,94826
DRINK DEEP,Chloe Neill,Chicagoland Vampires #5,4.08,30713
THE OTHER BOLEYN GIRL,Philippa Gregory,The Plantagenet and Tudor Novels #9,4.08,498196
EASY,Tammara Webber,Contours of the Heart #1,4.08,227373
DEMONGLASS,Rachel Hawkins,Hex Hall #2,4.08,93228
BREAKING FREE,Rachel Jeffs,,4.08,12256
NOS4A2,Joe Hill,,4.08,129200
BURNT OFFERINGS,Laurell K. Hamilton,Anita Blake Vampire Hunter #7,4.08,69989
KILLING FLOOR,Lee Child,Jack Reacher #1,4.08,319542
THE LOCKED DOOR,Freida McFadden,,4.08,254658
CROOKED HOUSE,Agatha Christie,,4.08,75999
DANGEROUS GIRLS,Abigail Haas,,4.08,24249
A THOUSAND BOY KISSES,Tillie Cole,A Thousand Boy Kisses #1,4.08,299509
WATERSHIP DOWN,Richard  Adams,Watership Down #1,4.08,481547
THE WHALEBONE THEATRE,Joanna   Quinn,,4.07,25316
THE UPLIFT WAR,David Brin,The Uplift Saga #3,4.07,26652
THE IRON KING,Maurice Druon,The Accursed Kings #1,4.07,20358
"VAMPIRE KNIGHT, VOL. 1",Matsuri Hino,Vampire Knight #1,4.07,130335
THE SEVEN STOREY MOUNTAIN,Thomas Merton,,4.07,19344
CITY OF BONES,Cassandra Clare,The Mortal Instruments #1,4.07,2003702
ALL THAT REMAINS,Patricia Cornwell,Kay Scarpetta #3,4.07,70936
VISIONS OF HEAT,Nalini Singh,Psy-Changeling #2,4.07,40494
UNHOLY MAGIC,Stacia Kane,Downside Ghosts #2,4.07,10483
SWEET BEAN PASTE,Durian Sukegawa,,4.07,45373
TWELVE ANGRY MEN,Reginald Rose,,4.07,32959
SIDDHARTHA,Hermann Hesse,,4.07,773473
THE IMMORTAL RULES,Julie Kagawa,Blood of Eden #1,4.07,70667
THE GIRLS I'VE BEEN,Tess Sharpe,,4.07,42414
THE SCARLET PIMPERNEL,Emmuska Orczy,,4.07,135598
THE ANGEL EXPERIMENT,James Patterson,Maximum Ride #1,4.07,224887
DEEP SLEEP,Steven Konkoly,Devin Gray #1,4.07,11942
ALL CLEAR,Connie Willis,All Clear #2,4.07,20728
DRAGON BOUND,Thea Harrison,Elder Races #1,4.07,50740
FANTASTIC MR. FOX,Roald Dahl,,4.07,134307
THE WHOLE TRUTH,David Baldacci,A. Shaw #1,4.07,38884
DOCTORS,Erich Segal,,4.07,14595
FATELESSNESS,Imre Kertész,,4.07,11877
THE MATARESE CIRCLE,Robert Ludlum,Matarese #1,4.07,41511
THE APOTHECARY,Maile Meloy,The Apothecary #1,4.07,14540
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,,4.07,209381
THE DESERTER,Nelson DeMille,Scott Brodie & Maggie Taylor #1,4.07,16227
PARCE QUE JE T'AIME,Guillaume Musso,,4.07,24155
IF TOMORROW COMES,Sidney Sheldon,Tracy Whitney #1,4.07,67657
THE NAME OF THIS BOOK IS SECRET,Pseudonymous Bosch,Secret #1,4.07,55361
THE FORGOTTEN BEASTS OF ELD,Patricia A. McKillip,,4.07,18699
PHAEDO,Plato,,4.07,14215
GHETTOSIDE: A TRUE STORY OF MURDER IN AMERICA,Jill Leovy,,4.07,18918
THE STARS MY DESTINATION,Alfred Bester,,4.07,51438
LIES,Michael  Grant,Gone #3,4.07,68599
THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,Sherman Alexie,,4.07,270541
THE MANY-COLOURED LAND,Julian  May,Saga of Pliocene Exile #1,4.07,12900
PLUM ISLAND,Nelson DeMille,John Corey #1,4.07,55038
CHINESE CINDERELLA: THE TRUE STORY OF AN UNWANTED DAUGHTER,Adeline Yen Mah,,4.07,38567
THE WALL,Jean-Paul Sartre,,4.07,25335
BOY: TALES OF CHILDHOOD,Roald Dahl,Roald Dahl's Autobiography #1,4.07,68786
TORN,Carian Cole,All Torn Up #1,4.07,33186
THE WATER DANCER,Ta-Nehisi Coates,,4.07,110362
BRILLIANCE OF THE MOON,Lian Hearn,Tales of the Otori #3,4.07,21388
IN A SUNBURNED COUNTRY,Bill Bryson,,4.07,112274
THE BODY FARM,Patricia Cornwell,Kay Scarpetta #5,4.07,75410
SECOND HELPINGS,Megan McCafferty,Jessica Darling #2,4.07,26153
IN FLIGHT,R.K. Lilley,Up in the Air #1,4.07,78263
MISTY OF CHINCOTEAGUE,Marguerite Henry,Misty #1,4.07,45621
THE HELLBOUND HEART,Clive Barker,,4.07,57719
CONSUMED,Skyla Madi,Consumed #1,4.07,14898
BREAKFAST OF CHAMPIONS,Kurt Vonnegut Jr.,,4.07,261046
THE IRON DAUGHTER,Julie Kagawa,The Iron Fey #2,4.07,126772
BECOMING NAOMI LEÓN,Pam Muñoz Ryan,,4.07,12816
THE OATH,Frank E. Peretti,,4.07,28907
ALL QUIET ON THE WESTERN FRONT,Erich Maria Remarque,,4.07,461416
DIME STORE MAGIC,Kelley Armstrong,Women of the Otherworld #3,4.07,36232
SEDUCTION AND SNACKS,Tara Sivec,Chocolate Lovers #1,4.07,52782
THE CHOSEN,Chaim Potok,Reuven Malther #1,4.07,93517
SAY YOU'RE SORRY,Melinda Leigh,Morgan Dane #1,4.07,96849
ROOFTOPPERS,Katherine Rundell,,4.07,14918
THE UGLIES TRILOGY,Scott Westerfeld,Uglies #1-3,4.07,14950
A TALE DARK & GRIMM,Adam Gidwitz,A Tale Dark & Grimm #1,4.07,25576
THR3E,Ted Dekker,,4.07,35446
ONCE UPON A BROKEN HEART,Stephanie Garber,Once Upon a Broken Heart #1,4.07,302232
THE ONCE AND FUTURE KING,T.H. White,The Once and Future King #1-4,4.07,108307
SHADES OF EARTH,Beth Revis,Across the Universe #3,4.07,33586
BETRAYALS,Lili St. Crow,Strange Angels #2,4.07,26499
WILLING CAPTIVE,Belle Aurora,,4.07,20806
THE BOURNE ULTIMATUM,Robert Ludlum,Jason Bourne #3,4.07,64755
PIVOT POINT,Kasie West,Pivot Point #1,4.07,29407
AND THE MOUNTAINS ECHOED,Khaled Hosseini,,4.07,371984
SEDUCED BY MOONLIGHT,Laurell K. Hamilton,Merry Gentry #3,4.07,37274
THE COFFIN CLUB,Ellen Schreiber,Vampire Kisses #5,4.07,25788
"THE HIDDEN LIFE OF TREES: WHAT THEY FEEL, HOW THEY COMMUNICATE: DISCOVERIES FROM A SECRET WORLD",Peter Wohlleben,,4.07,74842
OLD POSSUM'S BOOK OF PRACTICAL CATS,T.S. Eliot,,4.07,27980
A SINGLE MAN,Christopher Isherwood,,4.07,33438
THE MASQUE OF THE RED DEATH,Edgar Allan Poe,,4.07,39451
SKELETON KEY,Anthony Horowitz,Alex Rider #3,4.07,55911
MY LIFE ON THE ROAD,Gloria Steinem,,4.07,35537
INTO THE DARKEST CORNER,Elizabeth Haynes,,4.07,69402
HOME BEFORE DARK,Riley Sager,,4.07,195935
BOYS DON'T CRY,Malorie Blackman,,4.07,10583
STATION ELEVEN,Emily St. John Mandel,,4.07,520184
INFINITY WELCOMES CAREFUL DRIVERS,Grant Naylor,Red Dwarf #1,4.07,27735
SLATED,Teri Terry,Slated #1,4.07,31607
MASTER & COMMANDER,Patrick O'Brian,Aubrey & Maturin #1,4.07,57923
GRACELING,Kristin Cashore,Graceling Realm #1,4.07,462044
THE COLD MOON,Jeffery Deaver,Lincoln Rhyme #7,4.07,19970
FOUNDATION AND EARTH,Isaac Asimov,Foundation #5,4.07,72874
THUS SPOKE ZARATHUSTRA,Friedrich Nietzsche,,4.07,151947
THE MISEDUCATION OF CAMERON POST,Emily M. Danforth,,4.07,55375
BALLET SHOES,Noel Streatfeild,,4.07,36533
OBLIVION: STORIES,David Foster Wallace,,4.07,14631
KING OF WRATH,Ana Huang,Kings of Sin #1,4.07,314527
TANGLED WEBS,Anne Bishop,The Black Jewels #6,4.07,13064
ONCE UPON A BROKEN HEART,Stephanie Garber,Once Upon a Broken Heart #1,4.07,302232
DIE TRYING,Lee Child,Jack Reacher #2,4.07,145025
GARDEN SPELLS,Sarah Addison Allen,Waverley Family #1,4.07,101012
IRON WIDOW,Xiran Jay Zhao,Iron Widow #1,4.07,82739
GORMENGHAST,Mervyn Peake,Gormenghast #2,4.07,13890
NIGHT SCHOOL,C.J. Daugherty,Night School #1,4.07,26036
THE AMAZING MAURICE AND HIS EDUCATED RODENTS,Terry Pratchett,Discworld #28,4.07,48285
THE MOTE IN GOD'S EYE,Larry Niven,Moties #1,4.07,70009
EL CAMINO,Miguel Delibes,,4.07,10083
FEAR AND LOATHING IN LAS VEGAS,Hunter S. Thompson,,4.07,349848
H.I.V.E. HIGHER INSTITUTE OF VILLAINOUS EDUCATION,Mark Walden,H.I.V.E. #1,4.07,15022
A CARESS OF TWILIGHT,Laurell K. Hamilton,Merry Gentry #2,4.07,41272
THE TALE OF DESPEREAUX,Kate DiCamillo,,4.07,199568
IN DEFENSE OF FOOD: AN EATER'S MANIFESTO,Michael Pollan,,4.07,116131
SHARDS OF HONOUR,Lois McMaster Bujold,Vorkosigan Saga #1,4.07,37155
2ND CHANCE,James Patterson,Women's Murder Club #2,4.07,113642
ANIMAL DREAMS,Barbara Kingsolver,,4.07,72843
PROMISE ME DARKNESS,Paige Weaver,Promise Me #1,4.07,10247
BUILDING A SECOND BRAIN: A PROVEN METHOD TO ORGANIZE YOUR DIGITAL LIFE AND UNLOCK YOUR CREATIVE POTENTIAL,Tiago Forte,,4.07,15698
MUCH ADO ABOUT NOTHING,William Shakespeare,,4.06,244732
GENOME: THE AUTOBIOGRAPHY OF A SPECIES IN 23 CHAPTERS,Matt Ridley,,4.06,26749
TEMPLE,Matthew Reilly,,4.06,21453
THE GIVEN DAY,Dennis Lehane,Coughlin #1,4.06,26661
MISTRAL'S KISS,Laurell K. Hamilton,Merry Gentry #5,4.06,33054
BLUE MOON,Laurell K. Hamilton,Anita Blake Vampire Hunter #8,4.06,66173
SPELL BOUND,Rachel Hawkins,Hex Hall #3,4.06,61244
DESIRES OF THE DEAD,Kimberly Derting,The Body Finder #2,4.06,23305
DARKFEVER,Karen Marie Moning,Fever #1,4.06,181418
DISSOLUTION,C.J. Sansom,Matthew Shardlake #1,4.06,54084
LAST MAN STANDING,David Baldacci,,4.06,51604
CITY OF DREAMS,Don Winslow,Danny Ryan #2,4.06,10459
THE MILLIONAIRE NEXT DOOR: THE SURPRISING SECRETS OF AMERICA'S WEALTHY,Thomas J. Stanley,,4.06,114455
THE WHITE ALBUM,Joan Didion,,4.06,39336
NINTH KEY,Jenny Carroll,The Mediator #2,4.06,40468
3RD DEGREE,James Patterson,Women's Murder Club #3,4.06,93480
HAPPILY EVER AFTER,Kiera Cass,The Selection #0.4 0.5 2.5 2.6 3.3,4.06,70051
THE SUM OF ALL FEARS,Tom Clancy,Jack Ryan #6,4.06,62698
THE ALIENIST,Caleb Carr,Dr. Laszlo Kreizler #1,4.06,173324
ESSENTIALISM: THE DISCIPLINED PURSUIT OF LESS,Greg McKeown,,4.06,110810
BURNING CHROME,William Gibson,Sprawl #0,4.06,39819
HOW TO KILL A ROCK STAR,Tiffanie DeBartolo,,4.06,15548
THE MASTER BUTCHERS SINGING CLUB,Louise Erdrich,,4.06,25100
THE GRAND DESIGN,Stephen Hawking,,4.06,73784
IRON CROWNED,Richelle Mead,Dark Swan #3,4.06,18388
THE ORPHAN MASTER'S SON,Adam  Johnson,,4.06,100291
"SOUL SURFER: A TRUE STORY OF FAITH, FAMILY, AND FIGHTING TO GET BACK ON THE BOARD",Bethany Hamilton,,4.06,13527
THE DEVIL'S STAR,Jo Nesbø,Harry Hole #5,4.06,70846
THE LOTTERY,Shirley Jackson,,4.06,90494
ACROSS THE NIGHTINGALE FLOOR,Lian Hearn,Tales of the Otori #1,4.06,42290
THE LIKENESS,Tana French,Dublin Murder Squad #2,4.06,163364
THE ILIAD / THE ODYSSEY,Homer,,4.06,76086
THE COLLECTORS,David Baldacci,The Camel Club #2,4.06,48849
REAPER'S PROPERTY,Joanna Wylde,Reapers MC #1,4.06,59303
FROM THE CORNER OF HIS EYE,Dean Koontz,,4.06,33595
ALICE’S ADVENTURES IN WONDERLAND / THROUGH THE LOOKING-GLASS,Lewis Carroll,,4.06,564869
FINDERS KEEPERS,Stephen King,Bill Hodges Trilogy #2,4.06,156114
THE YEAR OF THE FLOOD,Margaret Atwood,MaddAddam #2,4.06,125001
HOUSE OF MANY WAYS,Diana Wynne Jones,Howl's Moving Castle #3,4.06,41706
CHARCOAL TEARS,Jane Washington,Seraph Black #1,4.06,12496
STREETS OF LAREDO,Larry McMurtry,Lonesome Dove #2,4.06,19575
"NIGHT WORLD, NO. 1",L.J. Smith,Night World #1-3,4.06,64943
STAY WITH ME,Nicole Fiorina,Stay with Me #1,4.06,15566
CAT ON A HOT TIN ROOF,Tennessee Williams,,4.06,60957
THE BOYS FROM BRAZIL,Ira Levin,,4.06,38617
AMONG THE IMPOSTORS,Margaret Peterson Haddix,Shadow Children #2,4.06,31532
AMONG THE BETRAYED,Margaret Peterson Haddix,Shadow Children #3,4.06,26998
THE SMOKE JUMPER,Nicholas Evans,,4.06,31931
THE MAN WHO MISTOOK HIS WIFE FOR A HAT AND OTHER CLINICAL TALES,Oliver Sacks,,4.06,222234
HOLLOW CITY,Ransom Riggs,Miss Peregrine's Peculiar Children #2,4.06,239052
BAD SCIENCE,Ben Goldacre,,4.06,43153
MAX,James Patterson,Maximum Ride #5,4.06,74298
I AM LEGEND,Richard Matheson,,4.06,132486
THE RETRIBUTION OF MARA DYER,Michelle Hodkin,Mara Dyer #3,4.06,61194
SILENT SCREAM,Angela Marsons,DI Kim Stone #1,4.06,39662
THE GREAT AND SECRET SHOW,Clive Barker,Book of the Art #1,4.06,30582
EQUAL RITES,Terry Pratchett,Discworld #3; Witches #1,4.06,180384
